 UPDATE  The latest version of `serve` is 14.2.6
 HTTP  7/3/2026 5:47:49 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:49 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:49 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:50 pm ::1 GET /billing/payment-out
 HTTP  7/3/2026 5:47:50 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:50 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:50 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:50 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:50 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:50 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:50 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:50 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:50 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:50 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:50 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:50 pm ::1 GET /billing/party-select
 HTTP  7/3/2026 5:47:50 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:50 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:50 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:50 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:50 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:50 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:47:50 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:47:50 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:50 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:50 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:50 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:47:51 pm ::1 GET /inventory
 HTTP  7/3/2026 5:47:51 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:51 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:51 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:51 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:51 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:51 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:51 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:51 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:51 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:51 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:51 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:51 pm ::1 GET /inventory/add-item
 HTTP  7/3/2026 5:47:51 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:51 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:51 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:52 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:52 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:52 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:47:52 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:52 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:52 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:52 pm ::1 GET /inventory/itm-1
 HTTP  7/3/2026 5:47:52 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:52 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:52 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:52 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:52 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:52 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:52 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:52 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:52 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:52 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:52 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:53 pm ::1 GET /inventory/recycle-bin
 HTTP  7/3/2026 5:47:53 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:53 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:53 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:53 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:53 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:53 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:47:53 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:53 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:53 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:53 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:53 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:47:53 pm ::1 GET /parties
 HTTP  7/3/2026 5:47:53 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:53 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:53 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:53 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:53 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:53 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:47:53 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:53 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:53 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:53 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:53 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:54 pm ::1 GET /parties/add
 HTTP  7/3/2026 5:47:54 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:54 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:54 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:54 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:54 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:54 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:54 pm ::1 Returned 200 in 5 ms
 HTTP  7/3/2026 5:47:54 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:47:54 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:47:54 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:54 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:54 pm ::1 GET /parties/pty-1
 HTTP  7/3/2026 5:47:54 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:54 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:54 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:55 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:55 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:55 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:55 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:55 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:55 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:47:55 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:55 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:55 pm ::1 GET /parties/recycle-bin
 HTTP  7/3/2026 5:47:55 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:55 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:55 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:55 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:55 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:55 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:47:55 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:55 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:55 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:55 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:55 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:56 pm ::1 GET /accounts
 HTTP  7/3/2026 5:47:56 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:56 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:56 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:56 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:56 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:56 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:56 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:56 pm ::1 GET /accounts/cash-bank
 HTTP  7/3/2026 5:47:56 pm ::1 Returned 200 in 5 ms
 HTTP  7/3/2026 5:47:56 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:56 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:56 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:56 pm ::1 Returned 200 in 6 ms
 HTTP  7/3/2026 5:47:56 pm ::1 Returned 200 in 5 ms
 HTTP  7/3/2026 5:47:56 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:56 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:56 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:57 pm ::1 GET /accounts/cash-bank/add
 HTTP  7/3/2026 5:47:57 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:47:57 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:57 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:57 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:57 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:57 pm ::1 Returned 200 in 5 ms
 HTTP  7/3/2026 5:47:57 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:47:57 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:57 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:47:57 pm ::1 GET /accounts/cash-bank/acc-cash
 HTTP  7/3/2026 5:47:57 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:57 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:57 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:58 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:58 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:58 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:47:58 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:47:58 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:58 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:58 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:58 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:47:58 pm ::1 GET /accounts/cash-bank/deposit
 HTTP  7/3/2026 5:47:58 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:58 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:58 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:58 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:58 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:58 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:58 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:58 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:58 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:58 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:58 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:59 pm ::1 GET /accounts/cash-bank/withdraw
 HTTP  7/3/2026 5:47:59 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:59 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:59 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:59 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:59 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:59 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:59 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:59 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:59 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:59 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:59 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:59 pm ::1 GET /accounts/cash-bank/transfer
 HTTP  7/3/2026 5:47:59 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:59 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:47:59 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:59 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:59 pm ::1 HEAD /
 HTTP  7/3/2026 5:47:59 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:59 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:47:59 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:47:59 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:47:59 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:47:59 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:00 pm ::1 GET /accounts/expenses
 HTTP  7/3/2026 5:48:00 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:00 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:48:00 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:00 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:48:00 pm ::1 HEAD /
 HTTP  7/3/2026 5:48:00 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:48:00 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:48:00 pm ::1 HEAD /
 HTTP  7/3/2026 5:48:00 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:00 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:48:00 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:00 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:48:00 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:00 pm ::1 GET /accounts/expenses/add
 HTTP  7/3/2026 5:48:00 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:00 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:48:00 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:01 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:48:01 pm ::1 HEAD /
 HTTP  7/3/2026 5:48:01 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:48:01 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:01 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:48:01 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:01 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:48:01 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:01 pm ::1 GET /accounts/expenses/recycle-bin
 HTTP  7/3/2026 5:48:01 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:01 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:48:01 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:01 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:48:01 pm ::1 HEAD /
 HTTP  7/3/2026 5:48:01 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:01 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:01 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:48:01 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:01 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:48:01 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:01 pm ::1 GET /accounts/loans
 HTTP  7/3/2026 5:48:01 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:02 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:48:02 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:02 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:48:02 pm ::1 HEAD /
 HTTP  7/3/2026 5:48:02 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:02 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:02 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:48:02 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:02 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:48:02 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:48:02 pm ::1 GET /accounts/loans/add
 HTTP  7/3/2026 5:48:02 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:02 pm ::1 GET /_expo/static/js/web/entry-a154c14e68a96ee710f95a5261071c64.js
 HTTP  7/3/2026 5:48:02 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:02 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:48:02 pm ::1 HEAD /
 HTTP  7/3/2026 5:48:02 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:48:02 pm ::1 Returned 200 in 2 ms
